date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:03:26	64914/64914	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2002%20Feb%202021%2013:06:17%20GMT	https://lp.pracialrepasses.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.1.1	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/plugins/elementor/assets/js/frontend-modules.minb12b.js	(from https://lp.pracialrepasses.com/gho-pre-inscricao/)
23:03:26	6595/6595	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Feb%202021%2013:31:07%20GMT	https://lp.pracialrepasses.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.0.10	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min521d.js	(from https://lp.pracialrepasses.com/gho-pre-inscricao/)
23:03:27	188444/188444	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2002%20Feb%202021%2013:31:07%20GMT	https://lp.pracialrepasses.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.0.10	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/plugins/elementor-pro/assets/js/frontend.min521d.js	(from https://lp.pracialrepasses.com/gho-pre-inscricao/)
23:03:27	20796/20796	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2004%20Feb%202021%2007:15:32%20GMT	https://lp.pracialrepasses.com/wp-includes/js/jquery/ui/core.min.js?ver=1.12.1	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-includes/js/jquery/ui/core.min35d0.js	(from https://lp.pracialrepasses.com/gho-pre-inscricao/)
23:03:27	10863/10863	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Feb%202021%2013:06:16%20GMT	https://lp.pracialrepasses.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://lp.pracialrepasses.com/gho-pre-inscricao/)
23:03:27	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Feb%202021%2013:06:16%20GMT	https://lp.pracialrepasses.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://lp.pracialrepasses.com/gho-pre-inscricao/)
23:03:28	2578/2578	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Feb%202021%2013:06:16%20GMT	https://lp.pracialrepasses.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.1.1	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.minb12b.js	(from https://lp.pracialrepasses.com/gho-pre-inscricao/)
23:03:28	139153/139153	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2002%20Feb%202021%2013:06:17%20GMT	https://lp.pracialrepasses.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://lp.pracialrepasses.com/gho-pre-inscricao/)
23:03:28	80963/80963	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2002%20Feb%202021%2013:06:17%20GMT	https://lp.pracialrepasses.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.1.1	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/plugins/elementor/assets/js/frontend.minb12b.js	(from https://lp.pracialrepasses.com/gho-pre-inscricao/)
23:03:28	37256/37256	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2002%20Feb%202021%2013:06:17%20GMT	https://lp.pracialrepasses.com/wp-content/plugins/elementor/assets/js/preloaded-elements-handlers.min.js?ver=3.1.1	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/plugins/elementor/assets/js/preloaded-elements-handlers.minb12b.js	(from https://lp.pracialrepasses.com/gho-pre-inscricao/)
23:03:29	12310/12310	---MCZ	200	added ('OK')	application/javascript	etag:W/%22602e6fce-3016%22	https://ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	C:/Users/acr/Desktop/all%20site%20pracial/pracial/ajax.cloudflare.com/cdn-cgi/scripts/7089c43e/cloudflare-static/rocket-loader.min.js	(from https://lp.pracialrepasses.com/gho-pre-inscricao/)
23:03:30	136822/136822	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Jan%202021%2001:47:01%20GMT	https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.eot	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.eot	(from https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.15.1)
23:03:30	136822/136822	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Jan%202021%2001:47:01%20GMT	https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.eot?	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.15.1)
23:03:31	78460/78460	---M--	200	added ('OK')	font/woff2	date:Fri,%2029%20Jan%202021%2001:47:01%20GMT	https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff2	(from https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.15.1)
23:03:32	92136/92136	---M--	200	added ('OK')	font/woff	date:Fri,%2029%20Jan%202021%2001:47:01%20GMT	https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.woff	(from https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.15.1)
23:03:33	136516/136516	---MCZ	200	added ('OK')	font/ttf	date:Fri,%2029%20Jan%202021%2001:47:01%20GMT	https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.ttf	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.ttf	(from https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.15.1)
23:03:34	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2029%20Jan%202021%2001:47:01%20GMT	https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.svg	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-brands-400.svg	(from https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.15.1)
23:03:34	34350/34350	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2029%20Jan%202021%2001:47:01%20GMT	https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.eot	C:/Users/acr/Desktop/all%20site%20pracial/pracial/lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/webfonts/fa-regular-400.eot	(from https://lp.pracialrepasses.com/wp-content/themes/oceanwp/assets/fonts/fontawesome/css/all.min.css?ver=5.15.1)
